time,open,high,low,close,VLT SRI Bias Histogram,LT SRI Bias Histogram,ST SRI Bias Histogram,VST SRI Bias Histogram,VST Reversal Support,VST Reversal Robust Fit,VST Reversal Resistance,VST Fast Trackline,VST Slow Trackline,VST Stage 4 to 1,VST Stage 1 to 2,VST Stage 2 to 3,VST Stage 3 to 4,VLT Reversal Support,VLT Reversal Robust Fit,VLT Reversal Resistance,VLT Fast Trackline,VLT Slow Trackline,VLT Stage 4 to 1,VLT Stage 1 to 2,VLT Stage 2 to 3,VLT Stage 3 to 4,ST Reversal Support,ST Reversal Robust Fit,ST Reversal Resistance,ST Fast Trackline,ST Slow Trackline,ST Stage 4 to 1,ST Stage 1 to 2,ST Stage 2 to 3,ST Stage 3 to 4,LT Reversal Support,LT Reversal Robust Fit,LT Reversal Resistance,LT Fast Trackline,LT Slow Trackline,LT Stage 4 to 1,LT Stage 1 to 2,LT Stage 2 to 3,LT Stage 3 to 4
1768314600,3.44,3.62,3.37,3.45,0,0,0,0,3.474896346686889,3.6453411764705894,3.6453411764705894,3.6065881082548636,3.1389233694981007,0,0,0,0,,,,3.161976310489702,,0,0,0,0,3.2537671312705743,3.4316705882352934,3.4316705882352934,3.6065881082548636,3.1389233694981007,0,0,0,0,,,,3.4624778785695582,,0,0,0,0
1768329000,3.45,3.75,3.45,3.745,0,0,0,0,3.5008871329798734,3.67778823529412,3.854689337608366,3.6065881082548636,3.1389233694981007,0,0,0,0,,,,3.161976310489702,,0,0,0,0,3.2754434648398445,3.4569529411764712,3.638462417513098,3.6065881082548636,3.1389233694981007,0,0,0,0,,,,3.4624778785695582,,0,0,0,0
1768401000,3.73,3.9,3.66,3.73,0,0,0,0,3.523723969472317,3.7011529411764723,3.8785819128806276,3.6065881082548636,3.1389233694981007,0,0,0,0,,,,3.161976310489702,,0,0,0,0,3.301665900168966,3.4846588235294114,3.667651746889857,3.6065881082548636,3.1389233694981007,0,0,0,0,,,,3.4624778785695582,,0,0,0,0
1768415400,3.77,3.8,3.7,3.76,0,15,15,15,3.5456827381071365,3.7251764705882366,3.9046702030693368,3.6065881082548636,3.293473328879073,0,0,0,0,,,,3.3140862814799137,,0,0,0,0,3.3280320484368566,3.5137529411764716,3.6994738339160866,3.6065881082548636,3.293473328879073,0,0,0,0,,,,3.497055671242503,,0,0,0,0
1768487400,3.825,3.83,3.6,3.675,0,0,0,0,3.5567453481024343,3.732717647058824,3.9086899460152136,3.6065881082548636,3.293473328879073,0,0,0,0,,,,3.3140862814799137,,0,0,0,0,3.3554889142741806,3.5395882352941173,3.723687556314054,3.6065881082548636,3.293473328879073,0,0,0,0,,,,3.497055671242503,,0,0,0,0
1768501800,3.675,3.7,3.62,3.63,15,0,0,0,3.559731098761862,3.7229058823529417,3.8860806659440215,3.6065881082548636,3.293473328879073,0,0,0,0,,,,3.3140862814799137,,0,0,0,0,3.3864325835815214,3.565282352941175,3.744132122300828,3.6065881082548636,3.293473328879073,0,0,0,0,,,,3.497055671242503,,0,0,0,0
1768573800,3.7,3.83,3.55,3.75,0,0,0,0,3.573496469352151,3.705623529411765,3.8377505894713795,3.6065881082548636,3.293473328879073,0,0,0,0,,,,3.3140862814799137,,0,0,0,0,3.4272228812582166,3.6021411764705897,3.777059471682963,3.6065881082548636,3.293473328879073,0,0,0,0,,,,3.497055671242503,,0,0,0,0
1768588200,3.76,3.76,3.69,3.7,0,0,0,0,3.584272151594671,3.712776470588234,3.841280789581797,3.6065881082548636,3.293473328879073,0,0,0,0,,,,3.3140862814799137,,0,0,0,0,3.4539165982090645,3.6289647058823538,3.804012813555643,3.6065881082548636,3.293473328879073,0,0,0,0,,,,3.4974655619105874,,0,0,0,0
1768919400,3.605,3.635,3.41,3.5,0,0,0,0,3.5598229008817777,3.681929411764704,3.681929411764704,3.6065881082548636,3.293473328879073,0,0,0,0,,,,3.3140862814799137,,0,0,0,0,3.4715799852563065,3.6422470588235303,3.6422470588235303,3.6065881082548636,3.293473328879073,0,0,0,0,,,,3.4974655619105874,,0,0,0,0
1768933800,3.49,3.54,3.42,3.48,0,0,0,0,3.5325310896782964,3.650282352941176,3.650282352941176,3.6065881082548636,3.293473328879073,0,0,0,0,,,,3.3140862814799137,,0,0,0,0,3.4745906651597633,3.645152941176469,3.645152941176469,3.6065881082548636,3.293473328879073,0,0,0,0,,,,3.4974655619105874,,0,0,0,0
1769005800,3.52,3.52,3.25,3.29,0,0,0,-15,3.477427407927569,3.6042352941176463,3.6042352941176463,3.5201113896029055,3.293473328879073,0,0,0,0,,,,3.3140862814799137,,0,0,0,0,3.457566685732676,3.629776470588238,3.629776470588238,3.5201113896029055,3.293473328879073,0,0,0,0,,,,3.4974655619105874,,0,0,0,0
1769020200,3.28,3.435,3.28,3.37,0,0,0,0,3.4302107942126567,3.559011764705881,3.559011764705881,3.5201113896029055,3.293473328879073,0,0,0,0,,,,3.3140862814799137,,0,0,0,0,3.4565769521785694,3.6281176470588234,3.6281176470588234,3.5201113896029055,3.293473328879073,0,0,0,0,,,,3.4974655619105874,,0,0,0,0
1769092200,3.45,3.52,3.44,3.46,0,0,0,0,3.40344960482022,3.5305764705882345,3.5305764705882345,3.5201113896029055,3.293473328879073,0,0,0,0,,,,3.3140862814799137,,0,0,0,0,3.45810911120024,3.6295882352941153,3.6295882352941153,3.5201113896029055,3.293473328879073,0,0,0,0,,,,3.4974655619105874,,0,0,0,0
1769106600,3.48,3.48,3.38,3.4,0,0,0,0,3.373000750296873,3.5033294117647045,3.5033294117647045,3.5201113896029055,3.293473328879073,0,0,0,0,,,,3.3140862814799137,,0,0,0,0,3.4482552473499664,3.6180705882352955,3.6180705882352955,3.5201113896029055,3.293473328879073,0,0,0,0,,,,3.4974655619105874,,0,0,0,0
1769178600,3.405,3.65,3.27,3.43,0,0,0,0,3.3260615503469593,3.4616352941176434,3.4616352941176434,3.5201113896029055,3.293473328879073,0,0,0,0,,,,3.3140862814799137,,0,0,0,0,3.439852589332642,3.606399999999998,3.606399999999998,3.5201113896029055,3.293473328879073,0,0,0,0,,,,3.4974655619105874,,0,0,0,0
1769193000,3.46,3.58,3.44,3.49,0,0,0,0,3.3226192987984446,3.456858823529411,3.456858823529411,3.5201113896029055,3.293473328879073,0,0,0,0,,,,3.3140862814799137,,0,0,0,0,3.43866070777686,3.6047058823529374,3.6047058823529374,3.5201113896029055,3.293473328879073,0,0,0,0,,,,3.4974655619105874,,0,0,0,0
1769437800,3.5,3.7,3.31,3.7,0,0,0,0,3.326613211884419,3.462552941176471,3.598492670468523,3.5201113896029055,3.293473328879073,0,0,0,0,,,,3.3140862814799137,,0,0,0,0,3.453394755238798,3.6226352941176456,3.7918758329964932,3.5201113896029055,3.293473328879073,0,0,0,0,,,,3.4974655619105874,,0,0,0,0
1769452200,3.7,3.78,3.6,3.735,0,0,0,15,3.3560845527611725,3.49409411764706,3.632103682532948,3.5329486168130253,3.293473328879073,0,0,0,0,,,,3.3140862814799137,,0,0,0,0,3.4671165764602834,3.639917647058821,3.8127187176573583,3.5329486168130253,3.293473328879073,0,0,0,0,,,,3.4974655619105874,,0,0,0,0
1769524200,4.1,4.62,4.07,4.365,0,0,0,15,3.425613746582538,3.6315882352941156,3.8375627240056933,4.017874062456128,3.293473328879073,0,0,0,0,,,,3.3140862814799137,,0,0,0,0,3.4930038333755546,3.705305882352941,3.9176079313303274,4.017874062456128,3.293473328879073,0,0,0,0,,,,3.813539940731821,,0,0,0,0
1769538600,4.35,4.48,4.315,4.35,0,15,15,30,3.489358007681341,3.7439176470588227,3.9984772864363043,4.142311629423548,3.6637128235492185,0,0,0,0,,,,3.701190020776126,,0,0,0,0,3.522673695180092,3.7648352941176446,4.006996893055198,4.142311629423548,3.6637128235492185,0,0,0,0,,,,4.065072802108119,,0,0,0,0
1769610600,4.98,5.12,4.32,4.46,0,0,0,0,3.562114928983166,3.858988235294115,4.155861541605064,4.142311629423548,3.6637128235492185,0,0,0,0,,,,3.701190020776126,,0,0,0,0,3.5532044220981014,3.823705882352937,4.094207342607772,4.142311629423548,3.6637128235492185,0,0,0,0,,,,4.065072802108119,,0,0,0,0
1769625000,4.46,4.75,4.355,4.645,15,15,15,30,3.649049583777832,3.998741176470586,4.34843276916334,4.327093996964726,3.904161907581418,0,0,0,0,,,,3.920390733577831,,0,0,0,0,3.591623917522679,3.9014823529411737,4.211340788359669,4.327093996964726,3.904161907581418,0,0,0,0,,,,4.065072802108119,,0,0,0,0
1769697000,4.85,5.1,4.2,4.415,0,0,0,0,3.7172734546077812,4.090047058823523,4.462820663039265,4.327093996964726,3.904161907581418,0,0,0,0,,,,3.920390733577831,,0,0,0,0,3.629430627255003,3.9599529411764656,4.290475255097928,4.327093996964726,3.904161907581418,0,0,0,0,,,,4.065072802108119,,0,0,0,0
1769711400,4.41,4.44,4.265,4.365,0,0,0,0,3.7765376087384057,4.164741176470585,4.552944744202764,4.327093996964726,3.904161907581418,0,0,0,0,,,,3.920390733577831,,0,0,0,0,3.664814560884256,4.010929411764703,4.35704426264515,4.327093996964726,3.904161907581418,0,0,0,0,,,,4.065072802108119,,0,0,0,0
